# stan_version_major = 2
# stan_version_minor = 26
# stan_version_patch = 1
# model = normal_mixture_model
# start_datetime = 2021-05-27 02:58:21 UTC
# method = sample (Default)
#   sample
#     num_samples = 1000 (Default)
#     num_warmup = 50
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.80000000000000004 (Default)
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
# id = 0 (Default)
# data
#   file = ./ex_toy02/inputs.json
# init = 2 (Default)
# random
#   seed = 3001794802 (Default)
# output
#   file = ./ex_toy02/output.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
# stanc_version = stanc3 888c0f6a
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,r,mu,sigma
# Adaptation terminated
# Step size = 0.0623868
# Diagonal elements of inverse mass matrix:
# 1, 1, 1
-90.9058,1,0.0623868,2,3,0,93.0898,0.48774,-0.98181,0.35232
-90.9428,0.977699,0.0623868,3,11,0,91.8084,0.523953,-0.940712,0.385499
-91.2806,0.984863,0.0623868,3,15,0,91.6971,0.564091,-0.909055,0.39191
-92.7928,0.714183,0.0623868,2,3,0,93.9737,0.577918,-0.82122,0.374701
-92.6119,1,0.0623868,2,3,0,93.1409,0.573829,-0.827628,0.374196
-92.2111,1,0.0623868,2,5,0,92.8809,0.584214,-0.840471,0.382729
-91.8662,0.998085,0.0623868,3,9,0,92.999,0.463077,-0.943134,0.331745
-94.1046,0.725778,0.0623868,2,7,0,95.5674,0.418107,-1.10503,0.402226
-93.2492,1,0.0623868,1,1,0,94.0262,0.417226,-1.06149,0.402998
-94.0497,0.973513,0.0623868,4,15,0,95.3204,0.617056,-1.02273,0.335831
-93.2331,0.836992,0.0623868,2,7,0,96.4135,0.610472,-0.774872,0.430459
-92.3736,0.972662,0.0623868,3,15,0,94.3136,0.553111,-0.8873,0.447061
-92.393,1,0.0623868,2,3,0,92.5103,0.557435,-0.87193,0.447436
-95.2125,0.767778,0.0623868,2,3,0,95.6465,0.563606,-0.708637,0.43556
-92.9183,0.98182,0.0623868,3,15,0,95.3374,0.61136,-0.977803,0.399303
-92.4947,0.921051,0.0623868,2,3,0,94.3035,0.624825,-0.853159,0.394104
-91.6937,0.983823,0.0623868,3,7,0,92.8545,0.590077,-0.958807,0.361947
-92.1716,0.960304,0.0623868,2,3,0,92.2659,0.595392,-0.883463,0.35351
-92.4755,1,0.0623868,2,3,0,92.6831,0.616319,-0.961405,0.374141
-92.9196,0.951352,0.0623868,2,7,0,94.2901,0.621489,-0.847873,0.449485
-92.0845,0.999322,0.0623868,3,15,0,95.0428,0.596493,-0.903819,0.417485
-90.9598,1,0.0623868,3,7,0,92.2752,0.531702,-0.958189,0.346435
-92.6324,0.949068,0.0623868,3,7,0,92.7628,0.402347,-0.966803,0.356365
-91.6279,0.997726,0.0623868,3,7,0,93.2226,0.442777,-0.94933,0.359291
-91.8257,0.952663,0.0623868,3,7,0,92.2626,0.451395,-0.921478,0.358416
-91.9868,0.917617,0.0623868,2,3,0,92.4833,0.479618,-1.06114,0.350695
-92.6376,0.91234,0.0623868,2,7,0,93.4499,0.496052,-1.08391,0.363564
-91.4856,1,0.0623868,2,7,0,93.0078,0.47916,-0.925918,0.399457
-91.8326,0.987841,0.0623868,2,3,0,91.9477,0.473953,-0.951235,0.414674
-92.2659,0.929289,0.0623868,3,7,0,92.6774,0.475205,-0.947035,0.318247
-91.8422,1,0.0623868,2,3,0,92.6514,0.479662,-1.03721,0.331617
-93.8844,0.768225,0.0623868,3,15,0,94.9351,0.529622,-0.767361,0.431944
-95.2049,0.998787,0.0623868,2,3,0,95.7413,0.511011,-0.927545,0.515034
-94.1261,0.962827,0.0623868,2,3,0,96.9588,0.498856,-0.820035,0.484155
-93.6595,0.99671,0.0623868,3,7,0,94.4346,0.508122,-0.806603,0.462908
-93.5401,0.989986,0.0623868,2,7,0,93.8859,0.513748,-0.836166,0.475294
-92.0357,0.963885,0.0623868,3,7,0,94.0058,0.550093,-1.03553,0.356812
-91.9499,0.702675,0.0623868,3,7,0,94.9872,0.498797,-0.884291,0.418432
-92.6099,0.987484,0.0623868,2,3,0,92.8095,0.497546,-0.882387,0.445125
-91.3228,0.98887,0.0623868,3,11,0,93.734,0.575353,-0.945919,0.360397
-90.8744,0.995726,0.0623868,2,7,0,91.9288,0.535786,-0.960069,0.356549
-91.1393,0.919609,0.0623868,3,11,0,92.4137,0.488726,-1.01308,0.367079
-91.4252,0.932987,0.0623868,3,11,0,92.2594,0.445286,-0.985803,0.37038
-91.364,0.987233,0.0623868,2,7,0,91.9492,0.458733,-0.975027,0.384401
-91.1287,0.96302,0.0623868,2,7,0,92.4933,0.50486,-0.98519,0.387207
-93.2952,0.933328,0.0623868,3,7,0,93.4087,0.487631,-0.849361,0.455379
-91.6578,0.903335,0.0623868,3,7,0,93.9301,0.47799,-0.987029,0.324143
-92.3473,0.925453,0.0623868,3,7,0,93.9345,0.419265,-0.975551,0.394463
-92.7243,0.903998,0.0623868,3,7,0,94.8584,0.469124,-0.924788,0.441475
-92.9705,0.955477,0.0623868,4,15,0,95.8965,0.572656,-0.823513,0.465119
-91.4526,0.987584,0.0623868,3,7,0,93.5994,0.493159,-0.965223,0.327622
-91.0588,0.983742,0.0623868,2,3,0,91.6006,0.494014,-0.998364,0.375315
-91.1734,0.995601,0.0623868,3,7,0,91.3936,0.529306,-1.00471,0.351995
-91.0394,0.990834,0.0623868,2,7,0,91.2979,0.522879,-0.910457,0.380158
-92.1388,0.944055,0.0623868,3,15,0,93.6451,0.610328,-0.921069,0.398324
-92.559,0.944698,0.0623868,3,7,0,94.6551,0.597788,-0.935432,0.329411
-91.6948,0.966899,0.0623868,2,3,0,92.7888,0.596369,-0.91708,0.366001
-91.9834,0.957081,0.0623868,3,7,0,92.7714,0.573295,-0.980931,0.331947
-94.0104,0.945726,0.0623868,3,15,0,95.0114,0.646559,-0.7942,0.497541
-95.0654,0.948611,0.0623868,3,15,0,97.0509,0.552163,-0.71308,0.503243
-91.5765,0.891052,0.0623868,2,7,0,95.8605,0.525841,-1.0266,0.373287
-91.8764,0.937905,0.0623868,4,15,0,94.2415,0.554773,-1.01477,0.380723
-93.1809,0.925855,0.0623868,2,3,0,93.5011,0.547887,-1.05546,0.400817
-91.1616,1,0.0623868,2,3,0,93.8456,0.552549,-0.98061,0.358646
-92.7381,0.797592,0.0623868,2,3,0,93.2001,0.575758,-0.887981,0.330045
-91.6384,1,0.0623868,3,7,0,92.9011,0.586346,-0.956329,0.378824
-90.855,0.996825,0.0623868,3,7,0,91.8061,0.522599,-0.955049,0.377456
-91.4763,0.900695,0.0623868,2,3,0,91.7671,0.525223,-0.876718,0.380639
-90.9895,1,0.0623868,2,3,0,91.3832,0.523441,-0.97097,0.382796
-91.189,0.985474,0.0623868,3,7,0,91.201,0.524953,-0.98034,0.389555
-91.4465,0.993296,0.0623868,2,7,0,91.808,0.565159,-0.890597,0.364929
-91.0084,0.986457,0.0623868,3,11,0,91.6901,0.52786,-0.993518,0.3607
-92.0416,0.937407,0.0623868,3,7,0,92.6023,0.497251,-0.954115,0.427778
-90.9084,0.808582,0.0623868,2,3,0,93.7643,0.493054,-0.986451,0.369188
-93.4476,0.831281,0.0623868,3,15,0,93.7186,0.607855,-0.788411,0.392074
-92.2621,1,0.0623868,2,3,0,93.3583,0.597444,-0.835847,0.400035
-92.4476,0.994564,0.0623868,3,7,0,92.8602,0.614822,-0.957928,0.354671
-91.7411,0.743682,0.0623868,2,3,0,94.4075,0.582165,-0.949776,0.396714
-92.0389,0.96716,0.0623868,2,3,0,92.3944,0.559645,-0.841317,0.413839
-93.4549,0.827443,0.0623868,3,15,0,94.5965,0.604919,-0.910133,0.46194
-93.8381,0.999176,0.0623868,2,7,0,94.4988,0.608768,-0.86179,0.488789
-93.4732,0.949491,0.0623868,2,7,0,97.1567,0.646394,-0.952471,0.370091
-94.0068,0.891657,0.0623868,3,7,0,96.0632,0.61243,-0.744453,0.497546
-91.8443,0.997125,0.0623868,3,7,0,94.2902,0.58791,-0.913032,0.410057
-91.6901,0.970589,0.0623868,3,11,0,93.8273,0.462768,-1.03803,0.343024
-91.8826,0.998363,0.0623868,4,15,0,92.506,0.575685,-0.940896,0.412242
-92.7301,0.992218,0.0623868,4,15,0,92.7918,0.591341,-0.801573,0.428871
-91.8334,0.980803,0.0623868,2,3,0,92.9535,0.573375,-0.945751,0.409837
-92.5063,0.850967,0.0623868,3,11,0,93.2249,0.548494,-1.05408,0.364478
-91.4096,0.906209,0.0623868,3,11,0,95.8637,0.444225,-0.985448,0.361544
-91.6163,0.898147,0.0623868,3,7,0,92.7003,0.434533,-0.992368,0.356423
-91.1498,0.726719,0.0623868,2,7,0,94.068,0.495032,-0.943428,0.342047
-92.4424,0.782866,0.0623868,3,15,0,93.1981,0.575302,-0.819039,0.398818
-92.4108,0.898109,0.0623868,2,3,0,93.2182,0.564259,-1.03515,0.37168
-93.8987,0.936664,0.0623868,3,15,0,95.0505,0.640744,-0.789586,0.38913
-93.4952,0.788419,0.0623868,2,3,0,95.8503,0.6594,-0.892175,0.375919
-91.5157,0.953449,0.0623868,3,11,0,95.4009,0.44312,-1.00782,0.366535
-91.5855,0.90895,0.0623868,4,15,0,92.4475,0.499311,-0.889285,0.362872
-94.0694,0.732148,0.0623868,3,15,0,95.4614,0.447367,-1.11599,0.399257
-92.7257,1,0.0623868,2,3,0,94.2284,0.440211,-1.07955,0.376914
-91.0805,0.96721,0.0623868,3,11,0,94.4037,0.548138,-0.955985,0.347507
-91.0355,0.906115,0.0623868,3,7,0,92.3797,0.499081,-0.929072,0.383593
-91.1742,0.95355,0.0623868,2,7,0,91.6117,0.512684,-0.990308,0.335858
-91.5169,0.985191,0.0623868,3,15,0,93.3031,0.45156,-0.973151,0.340626
-92.3395,0.704971,0.0623868,3,7,0,93.5578,0.446186,-0.969358,0.321298
-92.7639,1,0.0623868,3,7,0,93.6219,0.398637,-1.02813,0.377242
-91.3197,0.998333,0.0623868,2,7,0,93.6023,0.451044,-0.968917,0.366807
-91.6793,0.919342,0.0623868,3,15,0,93.4204,0.573881,-0.979464,0.38221
-91.3458,0.996874,0.0623868,3,11,0,92.1228,0.484964,-1.02969,0.361858
-91.5869,0.981669,0.0623868,3,11,0,91.8388,0.505896,-0.878715,0.38175
-91.9107,0.993151,0.0623868,3,15,0,92.8307,0.539925,-0.911118,0.430297
-92.4509,0.912397,0.0623868,2,7,0,93.374,0.504399,-0.838596,0.400969
# 
#  Elapsed Time: 0.038 seconds (Warm-up)
#                0.461 seconds (Sampling)
#                0.499 seconds (Total)
# 
